fiscal_year,month,pond,mortality,type,age,starting_count
2025,Mar,P7,1,pond,1/4,85
2025,Mar,P8,2,pond,1/4,32
2025,Mar,P0,1,pond,2/other,127
2025,Mar,P5,1,pond,1/4,262
2025,Mar,P6,2,pond,1/4,266
2025,Mar,P7,1,pond,1/4,85
2025,Mar,P11,1,pond,2/other,3000
2025,Mar,P1,1,pond,3/other,86
2025,Mar,P6,4,pond,1/4,266
2025,Mar,P8,2,pond,1/4,32
2025,Mar,P9,1,pond,1/other,401
2025,Mar,P1,3,pond,3/other,86
2025,Mar,P6,1,pond,1/4,266
2025,Mar,P11,1,pond,2/other,3000
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P0,2,pond,2/other,127
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P7,1,pond,1/4,85
2025,Apr,P10,1,pond,2/other,3000
2025,Apr,P11,1,pond,2/other,3000
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P10,1,pond,2/other,3000
2025,Apr,P11,1,pond,2/other,3000
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P11,2,pond,2/other,3000
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P1,2,pond,3/other,86
2025,Apr,P3,4,pond,4/other,91
2025,Apr,P4,2,pond,1/4,91
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P8,0,pond,1/4,32
2025,Apr,P11,1,pond,2/other,3000
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P5,1,pond,1/4,262
2025,Apr,P9,1,pond,1/other,401
2025,Apr,P11,1,pond,2/other,3000
2025,Apr,P0,2,pond,2/other,127
2025,Apr,P1,2,pond,3/other,86
2025,Apr,P4,3,pond,1/4,91
2025,Apr,P5,1,pond,1/4,262
2025,Apr,P6,2,pond,1/4,266
2025,Apr,P9,1,pond,1/other,401
2025,Apr,P10,1,pond,2/other,3000
2025,Apr,P11,2,pond,2/other,3000
2025,Apr,P7,3,pond,1/4,85
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P0,2,pond,2/other,127
2025,Apr,P5,1,pond,1/4,262
2025,Apr,P11,1,pond,2/other,3000
2025,Apr,B2,1,pond,0/wild/other,NA
2025,Apr,B4,1,pond,0/wild/other,NA
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P4,2,pond,1/4,91
2025,Apr,P6,1,pond,1/4,266
2025,Apr,B2,1,pond,0/wild/other,NA
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P4,5,pond,1/4,91
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P8,2,pond,1/4,32
2025,Apr,B4,1,pond,0/wild/other,NA
2025,Apr,P6,2,pond,1/4,266
2025,Apr,P9,4,pond,1/other,401
2025,Apr,B4,1,pond,0/wild/other,NA
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P6,2,pond,1/4,266
2025,Apr,B4,1,pond,0/wild/other,NA
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P4,1,pond,1/4,91
2025,Apr,P5,1,pond,1/4,262
2025,Apr,P8,1,pond,1/4,32
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P5,1,pond,1/4,262
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P7,1,pond,1/4,85
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P1,2,pond,3/other,86
2025,Apr,P2,1,pond,4/other,86
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P8,3,pond,1/4,32
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P4,1,pond,1/4,91
2025,Apr,P5,1,pond,1/4,262
2025,Apr,B4,1,pond,0/wild/other,NA
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P0,2,pond,2/other,127
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P4,1,pond,1/4,91
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P4,1,pond,1/4,91
2025,Apr,P5,1,pond,1/4,262
2025,Apr,P0,1,pond,2/other,127
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P6,1,pond,1/4,266
2025,Apr,P11,2,pond,2/other,3000
2025,Apr,P1,1,pond,3/other,86
2025,Apr,P3,1,pond,4/other,91
2025,Apr,P0,1,pond,2/other,127
2025,May,P0,1,pond,2/other,127
2025,May,P4,1,pond,1/4,91
2025,May,P6,2,pond,1/4,266
2025,May,P3,1,pond,4/other,91
2025,May,P6,3,pond,1/4,266
2025,May,P7,1,pond,1/4,85
2025,May,P6,1,pond,1/4,266
2025,May,P6,6,pond,1/4,266
2025,May,P4,2,pond,1/4,91
2025,May,B1,1,pond,wild/other,NA
2025,May,P3,1,pond,4/other,91
2025,May,P4,1,pond,1/4,91
2025,May,P7,1,pond,1/4,85
2025,May,P4,1,pond,1/4,91
2025,May,P5,1,pond,1/4,262
2025,May,P0,1,pond,2/other,127
2025,May,P4,2,pond,1/4,91
2025,May,P6,2,pond,1/4,266
2025,May,P7,2,pond,1/4,85
2025,May,P8,3,pond,1/4,32
2025,May,P3,1,pond,4/other,91
2025,May,P7,1,pond,1/4,85
2025,May,P7,2,pond,1/4,85
2025,May,C3,1,pond,1/wild,NA
2025,May,P6,1,pond,1/4,266
2025,May,P1,1,pond,3/other,86
2025,May,P6,1,pond,1/4,266
2025,May,P7,1,pond,1/4,85
2025,May,B1,1,pond,wild/other,NA
2025,May,P7,1,pond,1/4,85
2025,May,P6,1,pond,1/4,266
2025,May,P7,2,pond,1/4,85
2025,May,B1,1,pond,wild/other,NA
2025,May,C3,2,pond,1/wild,NA
2025,May,P4,3,pond,1/4,91
2025,May,P5,2,pond,1/4,262
2025,May,P6,3,pond,1/4,266
2025,May,P11,1,pond,2/other,3000
2025,May,P6,1,pond,1/4,266
2025,May,P7,3,pond,1/4,85
2025,May,P8,3,pond,1/4,32
2025,May,C3,1,pond,1/wild,NA
2025,May,P7,3,pond,1/4,85
2025,May,P1,1,pond,3/other,86
2025,May,P4,1,pond,1/4,91
2025,May,P6,1,pond,1/4,266
2025,May,P7,11,pond,1/4,85
2025,May,P9,1,pond,1/other,401
2025,May,B1,1,pond,wild/other,NA
2025,May,P7,1,pond,1/4,85
2025,May,P5,1,pond,1/4,262
2025,May,P7,1,pond,1/4,85
2025,May,P5,1,pond,1/4,262
2025,May,P7,1,pond,1/4,85
2025,May,P8,1,pond,1/4,32
2025,May,P9,2,pond,1/other,401
2025,Jun,P7,1,pond,1/4,85
2025,Jun,P8,1,pond,1/4,32
2025,Jun,P7,2,pond,1/4,85
2025,Jun,P1,1,pond,3/other,86
2025,Jun,P4,1,pond,1/4,91
2025,Jun,P8,1,pond,1/4,32
2025,Jun,P1,2,pond,3/other,86
2025,Jun,P3,1,pond,4/other,91
2025,Jun,P4,4,pond,1/4,91
2025,Jun,P9,2,pond,1/other,401
2025,Jun,P7,1,pond,1/4,85
2025,Jun,P1,1,pond,3/other,86
2025,Jun,P4,2,pond,1/4,91
2025,Jun,P1,2,pond,3/other,86
2025,Jun,P6,1,pond,1/4,266
2025,Jun,P8,1,pond,1/4,32
2025,Jun,P10,1,pond,2/other,3000
2025,Jun,P4,1,pond,1/4,91
2025,Jun,P5,1,pond,1/4,262
2025,Jun,P6,1,pond,1/4,266
2025,Jun,C3,1,pond,1/wild,NA
2025,Jun,P7,1,pond,1/4,85
2025,Jun,P5,1,pond,1/4,262
2025,Jun,B2,1,pond,0/wild/other,NA
2025,Jun,P5,1,pond,1/4,262
2025,Jun,C2,1,pond,2/other,1345
2025,Jun,C4,0,pond,0,8926
2025,Jun,C6,4,pond,1/other,NA
2025,Jun,C5,1,pond,0/2/wild,908
2025,Jun,C4,1,pond,0,8926
2025,Jun,C1,4,pond,other,9510
2025,Jun,P1,3,pond,3/other,86
2025,Jun,P6,1,pond,1/4,266
2025,Jun,P10,1,pond,2/other,3000
2025,Jun,C1,8,pond,other,9510
2025,Jun,P1,1,pond,3/other,86
2025,Jun,P7,2,pond,1/4,85
2025,Jun,P9,1,pond,1/other,401
2025,Jun,C2,14,pond,2/other,1345
2025,Jun,P10,1,pond,2/other,3000
2025,Jun,C4,36,pond,0,8926
2025,Jul,P7,1,pond,1/4,85
2025,Jul,C6,3,pond,1/other,NA
2025,Jul,C5,1,pond,0/2/wild,908
2025,Jul,C2,4,pond,2/other,1345
2025,Jul,C4,7,pond,0,8926
2025,Jul,C1,5,pond,other,9510
2025,Jul,P0,1,pond,2/other,127
2025,Jul,C6,7,pond,1/other,NA
2025,Jul,C5,4,pond,0/2/wild,908
2025,Jul,C2,6,pond,2/other,1345
2025,Jul,C4,14,pond,0,8926
2025,Jul,B2,3,pond,0/wild/other,NA
2025,Jul,C6,35,pond,1/other,NA
2025,Jul,C3,1,pond,1/wild,NA
2025,Jul,C5,19,pond,0/2/wild,908
2025,Jul,C4,19,pond,0,8926
2025,Jul,B2,8,pond,0/wild/other,NA
2025,Jul,C6,13,pond,1/other,NA
2025,Jul,C5,19,pond,0/2/wild,908
2025,Jul,C4,48,pond,0,8926
2025,Jul,P10,1,pond,2/other,3000
2025,Jul,B2,4,pond,0/wild/other,NA
2025,Jul,C6,23,pond,1/other,NA
2025,Jul,C5,11,pond,0/2/wild,908
2025,Jul,C4,10,pond,0,8926
2025,Jul,B2,18,pond,0/wild/other,NA
2025,Jul,C6,15,pond,1/other,NA
2025,Jul,C4,25,pond,0,8926
2025,Jul,C1,1,pond,other,9510
2025,Jul,C4,15,pond,0,8926
2025,Jul,C2,2,pond,2/other,1345
2025,Jul,C5,31,pond,0/2/wild,908
2025,Jul,C6,38,pond,1/other,NA
2025,Jul,P7,2,pond,1/4,85
2025,Jul,C1,1,pond,other,9510
2025,Jul,C4,59,pond,0,8926
2025,Jul,C2,1,pond,2/other,1345
2025,Jul,C5,58,pond,0/2/wild,908
2025,Jul,C6,31,pond,1/other,NA
2025,Jul,B2,24,pond,0/wild/other,NA
2025,Jul,B3,3,pond,0/wild,NA
2025,Jul,B4,1,pond,0/wild/other,NA
2025,Jul,P6,1,pond,1/4,266
2025,Jul,P7,1,pond,1/4,85
2025,Jul,B4,2,pond,0/wild/other,NA
2025,Jul,B3,2,pond,0/wild,NA
2025,Jul,B2,5,pond,0/wild/other,NA
2025,Jul,C6,10,pond,1/other,NA
2025,Jul,C3,1,pond,1/wild,NA
2025,Jul,C5,22,pond,0/2/wild,908
2025,Jul,C2,20,pond,2/other,1345
2025,Jul,C4,12,pond,0,8926
2025,Jul,C1,1,pond,other,9510
2025,Jul,P1,1,pond,3/other,86
2025,Jul,P13,2,pond,1/other,3012
2025,Jul,C4,13,pond,0,8926
2025,Jul,C2,42,pond,2/other,1345
2025,Jul,C5,4,pond,0/2/wild,908
2025,Jul,C6,15,pond,1/other,NA
2025,Jul,C4,8,pond,0,8926
2025,Jul,C2,20,pond,2/other,1345
2025,Jul,C5,19,pond,0/2/wild,908
2025,Jul,C3,1,pond,1/wild,NA
2025,Jul,C6,27,pond,1/other,NA
2025,Jul,B2,3,pond,0/wild/other,NA
2025,Jul,B3,2,pond,0/wild,NA
2025,Jul,C1,2,pond,other,9510
2025,Jul,C4,32,pond,0,8926
2025,Jul,C2,7,pond,2/other,1345
2025,Jul,C5,32,pond,0/2/wild,908
2025,Jul,C6,20,pond,1/other,NA
2025,Jul,B3,1,pond,0/wild,NA
2025,Jul,C4,10,pond,0,8926
2025,Jul,C2,8,pond,2/other,1345
2025,Jul,C5,7,pond,0/2/wild,908
2025,Jul,C6,6,pond,1/other,NA
2025,Jul,B3,1,pond,0/wild,NA
2025,Jul,B4,2,pond,0/wild/other,NA
2025,Jul,C6,8,pond,1/other,NA
2025,Jul,C3,1,pond,1/wild,NA
2025,Jul,C5,3,pond,0/2/wild,908
2025,Jul,C2,1,pond,2/other,1345
2025,Jul,C4,17,pond,0,8926
2025,Jul,C6,5,pond,1/other,NA
2025,Jul,C5,14,pond,0/2/wild,908
2025,Jul,C2,3,pond,2/other,1345
2025,Jul,C4,17,pond,0,8926
2025,Jul,C6,9,pond,1/other,NA
2025,Jul,C3,2,pond,1/wild,NA
2025,Jul,C5,7,pond,0/2/wild,908
2025,Jul,B3,1,pond,0/wild,NA
2025,Jul,C6,14,pond,1/other,NA
2025,Jul,C5,9,pond,0/2/wild,908
2025,Jul,C2,1,pond,2/other,1345
2025,Jul,C4,9,pond,0,8926
2025,Jul,P1,1,pond,3/other,86
2025,Jul,C6,5,pond,1/other,NA
2025,Jul,P0,1,pond,2/other,127
2025,Jul,P6,1,pond,1/4,266
2025,Jul,P20,3,pond,0,957
2025,Jul,B4,2,pond,0/wild/other,NA
2025,Jul,B3,1,pond,0/wild,NA
2025,Jul,B4,1,pond,0/wild/other,NA
2025,Jul,B3,2,pond,0/wild,NA
2025,Jul,C3,1,pond,1/wild,NA
2025,Jul,C5,7,pond,0/2/wild,908
2025,Jul,C2,2,pond,2/other,1345
2025,Jul,C4,5,pond,0,8926
2025,Jul,P7,1,pond,1/4,85
2025,Jul,B4,2,pond,0/wild/other,NA
2025,Jul,B3,1,pond,0/wild,NA
2025,Jul,C5,9,pond,0/2/wild,908
2025,Jul,C2,1,pond,2/other,1345
2025,Jul,P1,1,pond,3/other,86
2025,Jul,P9,1,pond,1/other,401
2025,Jul,B4,1,pond,0/wild/other,NA
2025,Jul,B3,1,pond,0/wild,NA
2025,Jul,C5,19,pond,0/2/wild,908
2025,Jul,C2,1,pond,2/other,1345
2025,Jul,C4,4,pond,0,8926
2025,Jul,P10,2,pond,2/other,3000
2025,Jul,B4,5,pond,0/wild/other,NA
2025,Jul,B3,2,pond,0/wild,NA
2025,Jul,C6,3,pond,1/other,NA
2025,Jul,C5,20,pond,0/2/wild,908
2025,Jul,C2,2,pond,2/other,1345
2025,Jul,C4,17,pond,0,8926
2025,Jul,P0,1,pond,2/other,127
2025,Jul,B4,1,pond,0/wild/other,NA
2025,Jul,C6,4,pond,1/other,NA
2025,Jul,C5,15,pond,0/2/wild,908
2025,Jul,C4,14,pond,0,8926
2025,Jul,P2,1,pond,4/other,86
2025,Jul,P1,1,pond,3/other,86
2025,Jul,B4,1,pond,0/wild/other,NA
2025,Jul,C5,15,pond,0/2/wild,908
2025,Jul,C4,2,pond,0,8926
2025,Jul,B4,3,pond,0/wild/other,NA
2025,Jul,B3,2,pond,0/wild,NA
2025,Jul,C6,5,pond,1/other,NA
2025,Jul,C5,19,pond,0/2/wild,908
2025,Jul,C4,12,pond,0,8926
2025,Jul,B4,3,pond,0/wild/other,NA
2025,Jul,C6,2,pond,1/other,NA
2025,Jul,C5,20,pond,0/2/wild,908
2025,Jul,C4,14,pond,0,8926
2025,Jul,B4,3,pond,0/wild/other,NA
2025,Jul,B1,1,pond,wild/other,NA
2025,Jul,C6,8,pond,1/other,NA
2025,Jul,C3,1,pond,1/wild,NA
2025,Jul,C5,20,pond,0/2/wild,908
2025,Jul,C2,2,pond,2/other,1345
2025,Jul,C4,11,pond,0,8926
2025,Jul,P8,1,pond,1/4,32
2025,Jul,P13,1,pond,1/other,3012
2025,Jul,C5,11,pond,0/2/wild,908
2025,Jul,C6,1,pond,1/other,NA
2025,Jul,P11,2,pond,2/other,3000
2025,Jul,B4,9,pond,0/wild/other,NA
2025,Jul,B3,3,pond,0/wild,NA
2025,Jul,C6,3,pond,1/other,NA
2025,Jul,C5,15,pond,0/2/wild,908
2025,Jul,C2,9,pond,2/other,1345
2025,Jul,C4,6,pond,0,8926
2025,Jul,P13,1,pond,1/other,3012
2025,Aug,B4,3,pond,0/wild/other,NA
2025,Aug,B3,4,pond,0/wild,NA
2025,Aug,C6,5,pond,1/other,NA
2025,Aug,C3,2,pond,1/wild,NA
2025,Aug,C5,9,pond,0/2/wild,908
2025,Aug,C2,2,pond,2/other,1345
2025,Aug,C4,3,pond,0,8926
2025,Aug,P12,1,pond,1/other,3027
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,P1,1,pond,3/other,86
2025,Aug,B4,2,pond,0/wild/other,NA
2025,Aug,B3,4,pond,0/wild,NA
2025,Aug,B2,2,pond,0/wild/other,NA
2025,Aug,C5,15,pond,0/2/wild,908
2025,Aug,C2,2,pond,2/other,1345
2025,Aug,C4,2,pond,0,8926
2025,Aug,C1,1,pond,other,9510
2025,Aug,B4,9,pond,0/wild/other,NA
2025,Aug,B3,15,pond,0/wild,NA
2025,Aug,B2,7,pond,0/wild/other,NA
2025,Aug,B1,1,pond,wild/other,NA
2025,Aug,C6,6,pond,1/other,NA
2025,Aug,C5,13,pond,0/2/wild,908
2025,Aug,C2,3,pond,2/other,1345
2025,Aug,C4,5,pond,0,8926
2025,Aug,P12,4,pond,1/other,3027
2025,Aug,B4,10,pond,0/wild/other,NA
2025,Aug,B3,17,pond,0/wild,NA
2025,Aug,C6,2,pond,1/other,NA
2025,Aug,C5,7,pond,0/2/wild,908
2025,Aug,C2,4,pond,2/other,1345
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,7,pond,0/wild,NA
2025,Aug,C2,1,pond,2/other,1345
2025,Aug,C1,1,pond,other,9510
2025,Aug,C4,1,pond,0,8926
2025,Aug,P0,1,pond,2/other,127
2025,Aug,B2,2,pond,0/wild/other,NA
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,2,pond,0/wild,NA
2025,Aug,B2,4,pond,0/wild/other,NA
2025,Aug,C5,1,pond,0/2/wild,908
2025,Aug,C1,3,pond,other,9510
2025,Aug,P12,2,pond,1/other,3027
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,2,pond,0/wild,NA
2025,Aug,B2,9,pond,0/wild/other,NA
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,C1,3,pond,other,9510
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,C1,1,pond,other,9510
2025,Aug,P8,1,pond,1/4,32
2025,Aug,P12,4,pond,1/other,3027
2025,Aug,P20,1,pond,0,957
2025,Aug,B3,2,pond,0/wild,NA
2025,Aug,B2,2,pond,0/wild/other,NA
2025,Aug,C5,1,pond,0/2/wild,908
2025,Aug,C1,2,pond,other,9510
2025,Aug,P12,5,pond,1/other,3027
2025,Aug,P18,1,pond,0,957
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,3,pond,0/wild,NA
2025,Aug,B2,17,pond,0/wild/other,NA
2025,Aug,C6,1,pond,1/other,NA
2025,Aug,C3,1,pond,1/wild,NA
2025,Aug,C5,1,pond,0/2/wild,908
2025,Aug,C2,1,pond,2/other,1345
2025,Aug,C4,5,pond,0,8926
2025,Aug,C1,5,pond,other,9510
2025,Aug,P7,1,pond,1/4,85
2025,Aug,P11,1,pond,2/other,3000
2025,Aug,P12,3,pond,1/other,3027
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,22,pond,0/wild,NA
2025,Aug,B2,3,pond,0/wild/other,NA
2025,Aug,C5,17,pond,0/2/wild,908
2025,Aug,C4,15,pond,0,8926
2025,Aug,C1,1,pond,other,9510
2025,Aug,C4,18,pond,0,8926
2025,Aug,C5,12,pond,0/2/wild,908
2025,Aug,C3,1,pond,1/wild,NA
2025,Aug,C6,1,pond,1/other,NA
2025,Aug,B2,1,pond,0/wild/other,NA
2025,Aug,B3,7,pond,0/wild,NA
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,P12,1,pond,1/other,3027
2025,Aug,C4,13,pond,0,8926
2025,Aug,C5,3,pond,0/2/wild,908
2025,Aug,P12,3,pond,1/other,3027
2025,Aug,C4,15,pond,0,8926
2025,Aug,C2,2,pond,2/other,1345
2025,Aug,C5,6,pond,0/2/wild,908
2025,Aug,C6,4,pond,1/other,NA
2025,Aug,P12,2,pond,1/other,3027
2025,Aug,C4,16,pond,0,8926
2025,Aug,C5,1,pond,0/2/wild,908
2025,Aug,P12,2,pond,1/other,3027
2025,Aug,B4,2,pond,0/wild/other,NA
2025,Aug,B3,1,pond,0/wild,NA
2025,Aug,C6,1,pond,1/other,NA
2025,Aug,C5,15,pond,0/2/wild,908
2025,Aug,C4,63,pond,0,8926
2025,Aug,C1,9,pond,other,9510
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,3,pond,0/wild,NA
2025,Aug,B2,3,pond,0/wild/other,NA
2025,Aug,C5,10,pond,0/2/wild,908
2025,Aug,C4,59,pond,0,8926
2025,Aug,C1,32,pond,other,9510
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,B4,2,pond,0/wild/other,NA
2025,Aug,B3,6,pond,0/wild,NA
2025,Aug,B1,1,pond,wild/other,NA
2025,Aug,C6,1,pond,1/other,NA
2025,Aug,C5,5,pond,0/2/wild,908
2025,Aug,C4,43,pond,0,8926
2025,Aug,C1,69,pond,other,9510
2025,Aug,B4,3,pond,0/wild/other,NA
2025,Aug,B3,33,pond,0/wild,NA
2025,Aug,C6,2,pond,1/other,NA
2025,Aug,C5,13,pond,0/2/wild,908
2025,Aug,C2,1,pond,2/other,1345
2025,Aug,C4,19,pond,0,8926
2025,Aug,C1,32,pond,other,9510
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,B4,1,pond,0/wild/other,NA
2025,Aug,B3,11,pond,0/wild,NA
2025,Aug,B2,1,pond,0/wild/other,NA
2025,Aug,C6,1,pond,1/other,NA
2025,Aug,C2,1,pond,2/other,1345
2025,Aug,C4,6,pond,0,8926
2025,Aug,C1,9,pond,other,9510
2025,Aug,P12,1,pond,1/other,3027
2025,Aug,B4,3,pond,0/wild/other,NA
2025,Aug,B3,8,pond,0/wild,NA
2025,Aug,C2,15,pond,2/other,1345
2025,Aug,C1,18,pond,other,9510
2025,Aug,C4,4,pond,0,8926
2025,Aug,P12,4,pond,1/other,3027
2025,Aug,P15,1,pond,0,2446
2025,Aug,B4,5,pond,0/wild/other,NA
2025,Aug,B3,10,pond,0/wild,NA
2025,Aug,B2,1,pond,0/wild/other,NA
2025,Aug,C6,0,pond,1/other,NA
2025,Aug,C2,35,pond,2/other,1345
2025,Aug,C1,12,pond,other,9510
2025,Aug,C4,9,pond,0,8926
2025,Aug,P12,2,pond,1/other,3027
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,P18,2,pond,0,957
2025,Aug,B4,6,pond,0/wild/other,NA
2025,Aug,B3,15,pond,0/wild,NA
2025,Aug,B2,4,pond,0/wild/other,NA
2025,Aug,C6,1,pond,1/other,NA
2025,Aug,C2,37,pond,2/other,1345
2025,Aug,C5,0,pond,0/2/wild,908
2025,Aug,C1,42,pond,other,9510
2025,Aug,C4,0,pond,0,8926
2025,Aug,P8,1,pond,1/4,32
2025,Aug,P12,3,pond,1/other,3027
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,B4,9,pond,0/wild/other,NA
2025,Aug,B3,9,pond,0/wild,NA
2025,Aug,B2,1,pond,0/wild/other,NA
2025,Aug,C6,0,pond,1/other,NA
2025,Aug,C2,68,pond,2/other,1345
2025,Aug,C5,0,pond,0/2/wild,908
2025,Aug,C1,79,pond,other,9510
2025,Aug,C4,3,pond,0,8926
2025,Aug,P12,2,pond,1/other,3027
2025,Aug,B4,0,pond,0/wild/other,NA
2025,Aug,B3,9,pond,0/wild,NA
2025,Aug,B2,2,pond,0/wild/other,NA
2025,Aug,C6,0,pond,1/other,NA
2025,Aug,C2,118,pond,2/other,1345
2025,Aug,C5,0,pond,0/2/wild,908
2025,Aug,C1,64,pond,other,9510
2025,Aug,C4,0,pond,0,8926
2025,Aug,P13,2,pond,1/other,3012
2025,Aug,B4,7,pond,0/wild/other,NA
2025,Aug,B3,2,pond,0/wild,NA
2025,Aug,B2,3,pond,0/wild/other,NA
2025,Aug,C6,0,pond,1/other,NA
2025,Aug,C2,201,pond,2/other,1345
2025,Aug,C5,1,pond,0/2/wild,908
2025,Aug,C1,242,pond,other,9510
2025,Aug,C4,0,pond,0,8926
2025,Aug,P12,1,pond,1/other,3027
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,P20,1,pond,0,957
2025,Aug,B4,16,pond,0/wild/other,NA
2025,Aug,B3,13,pond,0/wild,NA
2025,Aug,B2,12,pond,0/wild/other,NA
2025,Aug,C1,321,pond,other,9510
2025,Aug,C2,300,pond,2/other,1345
2025,Aug,P12,1,pond,1/other,3027
2025,Aug,P13,1,pond,1/other,3012
2025,Aug,P15,1,pond,0,2446
2025,Aug,B4,27,pond,0/wild/other,NA
2025,Aug,B3,8,pond,0/wild,NA
2025,Aug,B2,39,pond,0/wild/other,NA
2025,Aug,C3,1,pond,1/wild,NA
2025,Aug,C5,1,pond,0/2/wild,908
2025,Aug,C2,300,pond,2/other,1345
2025,Aug,C4,1,pond,0,8926
2025,Aug,C1,258,pond,other,9510
2025,Aug,P12,3,pond,1/other,3027
2025,Aug,P13,2,pond,1/other,3012
2025,Aug,B4,8,pond,0/wild/other,NA
2025,Aug,B3,6,pond,0/wild,NA
2025,Aug,B2,14,pond,0/wild/other,NA
2025,Aug,C1,155,pond,other,9510
2025,Aug,C2,182,pond,2/other,1345
2025,Sep,P12,1,pond,1/other,3027
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,B4,26,pond,0/wild/other,NA
2025,Sep,B3,25,pond,0/wild,NA
2025,Sep,C6,4,pond,1/other,NA
2025,Sep,C1,458,pond,other,9510
2025,Sep,C2,662,pond,2/other,1345
2025,Sep,P1,1,pond,3/other,86
2025,Sep,P12,4,pond,1/other,3027
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,B3,4,pond,0/wild,NA
2025,Sep,B2,1,pond,0/wild/other,NA
2025,Sep,C6,1,pond,1/other,NA
2025,Sep,C3,1,pond,1/wild,NA
2025,Sep,C5,2,pond,0/2/wild,908
2025,Sep,C2,256,pond,2/other,1345
2025,Sep,C4,9,pond,0,8926
2025,Sep,C1,131,pond,other,9510
2025,Sep,P12,3,pond,1/other,3027
2025,Sep,B4,4,pond,0/wild/other,NA
2025,Sep,B3,8,pond,0/wild,NA
2025,Sep,B2,8,pond,0/wild/other,NA
2025,Sep,C5,1,pond,0/2/wild,908
2025,Sep,C2,421,pond,2/other,1345
2025,Sep,C4,4,pond,0,8926
2025,Sep,C1,304,pond,other,9510
2025,Sep,P12,4,pond,1/other,3027
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,P20,1,pond,0,957
2025,Sep,B4,7,pond,0/wild/other,NA
2025,Sep,B3,8,pond,0/wild,NA
2025,Sep,B2,10,pond,0/wild/other,NA
2025,Sep,C2,239,pond,2/other,1345
2025,Sep,C4,8,pond,0,8926
2025,Sep,C1,415,pond,other,9510
2025,Sep,P12,5,pond,1/other,3027
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,P18,1,pond,0,957
2025,Sep,P19,1,pond,0,957
2025,Sep,P20,2,pond,0,957
2025,Sep,B4,6,pond,0/wild/other,NA
2025,Sep,B3,6,pond,0/wild,NA
2025,Sep,B2,4,pond,0/wild/other,NA
2025,Sep,C6,1,pond,1/other,NA
2025,Sep,C2,473,pond,2/other,1345
2025,Sep,C4,9,pond,0,8926
2025,Sep,C1,280,pond,other,9510
2025,Sep,B4,4,pond,0/wild/other,NA
2025,Sep,B3,6,pond,0/wild,NA
2025,Sep,B2,3,pond,0/wild/other,NA
2025,Sep,C6,1,pond,1/other,NA
2025,Sep,C3,1,pond,1/wild,NA
2025,Sep,C5,1,pond,0/2/wild,908
2025,Sep,C4,4,pond,0,8926
2025,Sep,C1,91,pond,other,9510
2025,Sep,C2,358,pond,2/other,1345
2025,Sep,P7,1,pond,1/4,85
